Country Name,"Country Code","Series Name","Series Code","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]"
Least developed countries: UN classification,"LDC","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","3.81957694749661","3.82747173562565","4.2498355892738","3.92635427727718","4.46850535855744","4.74697056495695","5.12238171714425","5.34264909761366","6.17238670627554","6.22278372385976","5.31280795256625","7.85325361488423","9.63842616915759","",""
Least developed countries: UN classification,"LDC","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","158995544080.399","149758657193.392","165404978108.274","203688162462.427","224353516447.554","241913540212.214","258409719626.361","241930780778.428","221557502267.989","246564436486.238","273533752800.047","273592573555.366","245945804404.434","310850035254.999","356608639167.713"
Least developed countries: UN classification,"LDC","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","10.7461664424668","8.65266733458817","9.56590533099361","10.0083796971315","10.126519644636","9.654497436403","8.92726677808389","11.1767950510064","9.03889573556242","9.92839638240419","10.0279252647283","10.4862249180631","9.93068104207178","",""
Low & middle income,"LMY","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","4684385091108.51","3647367918083.62","4729917356915.62","5822630676925.19","6025710107796.58","6151086997386.56","6237793291986.09","5461695781265.01","5140299324300.33","5802004624576.85","6478807602596.26","6405750577618.3","6071098500797.58","7987028699496.54","8956943407110.46"
Low & middle income,"LMY","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","5.42598155993365","5.83681092758151","5.44492210560436","4.82922295742653","5.49010588362361","5.42666431430944","5.61790413896494","5.73852649680618","5.69028143796009","5.29013826746585","4.86840145529814","5.32573654289196","5.18457092114638","",""
Low & middle income,"LMY","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","4371155814218.92","3500053820006.83","4573699550563.46","5670003429760.79","5926199223721.2","6149342735364.28","6107581719072.31","5249237027541.94","4946223015566.31","5693429583262.71","6397013274318.2","6256945630555.08","5697564377058.64","7497829333003.44","8385893982302.17"
Low & middle income,"LMY","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","7.94096348645429","7.0001728791579","7.497078029143","7.62547780850062","8.19315670771537","7.97205562849708","7.61058274642349","6.13149367479778","5.44005911993953","6.01724251008904","6.96544240847891","7.03009197709257","6.19518105329761","",""
Low income,"LIC","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","63826070365.8417","50536909341.6805","62827617536.4374","68775528389.416","56478399276.142","55973287019.4659","53950697686.5891","46150351841.436","43594826271.6424","53647844363.2006","62340697882.2263","55170672204.8322","56584001065.6478","75179341143.3387","84931517820.2439"
Low income,"LIC","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","30.1411219861142","29.819649036605","23.0307428680338","12.7224129295667","13.8394754876183","11.8486841018869","11.9298008261984","11.7625224464752","13.7498995846777","14.6311820132141","12.4626795535711","19.4374562515873","21.4785832158106","",""
Low income,"LIC","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","89668882127.9377","82898649995.6757","92842105432.6773","106754674058.669","111373936257.002","113662378080.029","118030469834.371","105944313449.25","88257986424.0389","93491220818.7934","99628875536.5601","102898225801.346","94511406943.1511","106553890476.613","124977581317.208"
Low income,"LIC","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","13.0414755071428","12.6774017626755","12.8929370516333","12.2351315232961","12.4648544519002","12.5328167731542","11.9638840670362","13.1276332492117","13.6929447658224","14.189798841424","15.6418791036821","15.7060214480382","15.004933689301","",""
